candidate_id,rank,score,reasoning
CAND_0002025,1,0.8970880000000001,Senior AI Engineer with 5.9 yrs; 12 AI core skills; response rate 0.8.
CAND_0024466,86,0.758795,Search Engineer with 5.2 yrs; 10 AI core skills; response rate 0.47.
CAND_0037944,87,0.75850965,Senior Data Scientist with 4.9 yrs; 6 AI core skills; response rate 0.42.
CAND_0050876,88,0.7577369,Applied ML Engineer with 6.0 yrs; 8 AI core skills; response rate 0.67.
CAND_0030348,89,0.7574412,Machine Learning Engineer with 4.5 yrs; 6 AI core skills; response rate 0.54.
CAND_0061257,90,0.74472705,Staff Machine Learning Engineer with 8.0 yrs; 2 AI core skills; response rate 0.87.
CAND_0098846,91,0.7293113,AI Engineer with 7.6 yrs; 7 AI core skills; response rate 0.62.
CAND_0074225,92,0.7207532000000001,Machine Learning Engineer with 4.3 yrs; 7 AI core skills; response rate 0.91.
CAND_0068932,93,0.7202198,ML Engineer with 5.2 yrs; 5 AI core skills; response rate 0.82.
CAND_0036437,94,0.7189163,Search Engineer with 4.8 yrs; 6 AI core skills; response rate 0.87.
CAND_0020708,95,0.7189029,Search Engineer with 4.2 yrs; 11 AI core skills; response rate 0.84.
CAND_0080534,96,0.7182184,ML Engineer with 3.8 yrs; 8 AI core skills; response rate 0.91.
CAND_0033179,97,0.7167818,AI Research Engineer with 6.9 yrs; 9 AI core skills; response rate 0.84.
CAND_0046132,98,0.7134644,AI Research Engineer with 4.3 yrs; 6 AI core skills; response rate 0.94.
CAND_0016659,99,0.7098697,ML Engineer with 4.4 yrs; 7 AI core skills; response rate 0.89.
CAND_0093547,100,0.7092543,Senior Machine Learning Engineer with 2.9 yrs; 12 AI core skills; response rate 0.75.
